6773.thousand_nights_vol07_29_burton_64kb_0|“Do what seemeth good to thee.
5957.blackpoodle_03_anstey_64kb_82|'yes ... that's Bingo ... misfortune ... shoot him ... quite an accident!'
5957.blackpoodle_07_anstey_64kb_0|'Now, my dear, this sort of thing is all very well, no doubt; but I don't care about it. I'
5957.blackpoodle_07_anstey_64kb_1|'he was merely unwilling to spoil the drugget, he might easily remove his boots, which were extremely muddy -- for a monarch's.'
5957.blackpoodle_07_anstey_64kb_2|'Well, well, my dear, be it so,
5957.blackpoodle_07_anstey_64kb_3|'I did not intend to chide you. It is only that I have grown so accustomed to the frugal, hardy life of a camp, that I have imbibed a soldier's contempt for luxury.'
5957.blackpoodle_07_anstey_64kb_4|'You prophesy, do you not?
5957.blackpoodle_07_anstey_64kb_5|'might we beg you to favour us with a prediction -- just a little one?'
5957.blackpoodle_07_anstey_64kb_6|'I see before me,
5957.blackpoodle_07_anstey_64kb_7|'a proud and stately pile -- but enter not. See ye yon ghoul among the chimney-pots, yon amphisboena in the back garden? And the scent of gore pervades it!'
5957.blackpoodle_07_anstey_64kb_8|'It is no happy home that is thus described!
5957.blackpoodle_07_anstey_64kb_9|'But the Finger of Fate is slowly unwound, and the Hand of Destiny steps in to pace the marble halls with heavy tramp. And know, old men, that the Inevitable is not wholly unconnected with the Probable!'
5957.blackpoodle_07_anstey_64kb_10|'Who is this that I see next -- this regal warrior bounding over the blazing battlements in brazen panoply?'
5957.blackpoodle_07_anstey_64kb_11|'That must be Agamemnon,
5957.blackpoodle_07_anstey_64kb_12|'That may be the custom in Troy,
5957.blackpoodle_07_anstey_64kb_13|'but if she means to behave like that here -- well!'
5957.blackpoodle_07_anstey_64kb_14|'Hi, here, somebody -- help! They've turned on the hot water, and I can't turn it off again!'
5957.blackpoodle_07_anstey_64kb_15|'What a beautiful evening!
5957.blackpoodle_07_anstey_64kb_16|'Agamemnon is with his ancestors,
5957.blackpoodle_07_anstey_64kb_17|'I sewed up the sleeves of his bathing-gown and I drugged his coffee, and then from afar I turned on the hot water. And he is boiled, and it serves him right, and I'
5957.blackpoodle_07_anstey_64kb_18|'In our opinion, O Queen,
5957.blackpoodle_07_anstey_64kb_19|'the deed was a hasty one, and accomplished without sufficient consideration.'
5957.blackpoodle_07_anstey_64kb_20|'so ye would rate me like a girl! Am I not your sovereign mistress? Guard, seize these insolents!'
5957.blackpoodle_07_anstey_64kb_21|'Citizens! Argives!
5957.blackpoodle_07_anstey_64kb_22|'I am sure you will all be very sorry and disappointed to hear that your beloved sovereign, so lately restored to us
5957.blackpoodle_07_anstey_64kb_23|'you -- you've -- had your bath?'
5957.blackpoodle_07_anstey_64kb_24|'That comes so well from you, does it not?
5957.blackpoodle_07_anstey_64kb_25|'Why -- why -- what do you mean?
5957.blackpoodle_07_anstey_64kb_26|'You know very well what I mean,
5957.blackpoodle_07_anstey_64kb_27|'Bah! why play the hypocrite with me?'
5957.blackpoodle_07_anstey_64kb_28|'Is it possible,
5957.blackpoodle_07_anstey_64kb_29|'that you can suspect me of not having been near Troy all this time -- tell me, Clytemnestra -- is this monstrous thing possible?'
5957.blackpoodle_07_anstey_64kb_30|'I know you haven't!'
5957.blackpoodle_07_anstey_64kb_31|'What -- when I tell you that there is a poet, a fellow called Homer or something, who has got a sort of reputation already by putting the campaign into verses, rather long, but quite readable (you must order them); well, there's a lot about me in them.'
5957.blackpoodle_07_anstey_64kb_32|'Did Homer see you there?'
5957.blackpoodle_07_anstey_64kb_33|'Now that's a most ridiculous question,
5957.blackpoodle_07_anstey_64kb_34|'the poet's blind, Clytemnestra, quite blind. But I will not argue -- you must be content with a warrior's assurance.'
5957.blackpoodle_07_anstey_64kb_35|'You've been looking in my pockets!'
5957.blackpoodle_07_anstey_64kb_36|'and now what have you to say for yourself? I don't believe there is any such place as Troy.'
5957.blackpoodle_07_anstey_64kb_37|'There is indeed,
5957.blackpoodle_07_anstey_64kb_38|'I can show it to you on the map!'
5957.blackpoodle_07_anstey_64kb_39|'if there is, you never went near it!'
5957.blackpoodle_07_anstey_64kb_40|'Send those people away,
5957.blackpoodle_07_anstey_64kb_41|'and I will tell you all!'
5957.blackpoodle_07_anstey_64kb_42|'pick up a little character.'
5957.blackpoodle_07_anstey_64kb_43|'I will have no little characters in my palace, Agamemnon.'
5957.blackpoodle_07_anstey_64kb_44|'And if I have erred, my love,
5957.blackpoodle_07_anstey_64kb_45|'excuse me, but I cannot help thinking that the means devised for my correction were unnecessarily severe!'
5957.blackpoodle_07_anstey_64kb_46|'They were nothing of the sort,
5957.blackpoodle_07_anstey_64kb_47|'you deserved it all -- and worse!'
5957.blackpoodle_07_anstey_64kb_48|'why not let bygones be bygones?
5957.blackpoodle_07_anstey_64kb_49|'Hæmabronteion,
3585.thousand_nights_vol03_08_burton_64kb_0|"Verily he is the son of our Sovran and the seed of King Omar bin al-Nu'uman and it hath reached us that he hath exiled himself from the land.
3585.thousand_nights_vol03_08_burton_64kb_1|"Needs must I have search made for him in all countries.
3585.thousand_nights_vol03_08_burton_64kb_2|"I can learn no tidings of him and have hit on no trace of him, nor can any tell me aught of him.
3585.thousand_nights_vol03_08_burton_64kb_3|"I roam, and roaming hope I to return; * Yet of returning see not how or when: I went for love of one I could not win, * Nor way of 'scaping ills that pressed could ken."
3585.thousand_nights_vol03_08_burton_64kb_4|"'Twere fitting that this man should lay his head to my head and become my comrade in this my strangerhood."
3585.thousand_nights_vol03_08_burton_64kb_5|"O thou who farest in sombrest night, draw near to me and tell me thy tale haply thou shalt find me one who will succour thee in thy sufferings.
3585.thousand_nights_vol03_08_burton_64kb_6|"This one's case is like my case, for I, even I, have wandered twenty days, nor during my wayfare have I seen man or heard voice:
3585.thousand_nights_vol03_08_burton_64kb_7|"I will make him no answer till day arise.
3585.thousand_nights_vol03_08_burton_64kb_8|"O thou that callest, if thou be of the Jinn fare in peace and, if thou be man, stay awhile till the day break stark and the night flee with the dark.
3585.thousand_nights_vol03_08_burton_64kb_9|"O Chief of the Arabs, leave my tenderness of age and tell me why thou wanderest by night in the desert reciting verses. Thou talkest, I see, of my serving thee; who then art thou and what moved thee to talk this wise?
3585.thousand_nights_vol03_08_burton_64kb_10|"Thy case is like unto my case, save that my evil is more grievous than thine ill; for my cousin is a King's daughter and the dowry of which thou hast spoken would not content her people, nor would they be satisfied with the like of that from me.
3585.thousand_nights_vol03_08_burton_64kb_11|"Surely thou art a fool or thy wits for excess of passion are gathering wool! How can thy cousin be a King's daughter? Thou hast no sign of royal rank on thee, for thou art but a mendicant.
3585.thousand_nights_vol03_08_burton_64kb_12|"Woe to thee! Dost thou bandy words with me, O vilest of dogs that be? Turn thee thy back, or I will come down on thee with clack!
3585.thousand_nights_vol03_08_burton_64kb_13|"By Allah, a wonder! Thou art a boy in years told, but in talk thou art old. These words should come from none but a champion doughty and bold: what wantest thou of justice?
3585.thousand_nights_vol03_08_burton_64kb_14|"If thou wilt have me thy captive, to wend with thee and serve thee, throw down thine arms and put off thine outer gear and come on and wrestle with me; and whichever of us throw his opponent shall have his will of him and make him his boy.
3585.thousand_nights_vol03_08_burton_64kb_15|"I think this waste of breath de noteth the nearness of thy death.
3585.thousand_nights_vol03_08_burton_64kb_16|"Would I had slain him with my weapon!
3585.thousand_nights_vol03_08_burton_64kb_17|"Hold thy hand, O boy!
3585.thousand_nights_vol03_08_burton_64kb_18|"O thou valiant man, what wilt thou do with me?"
3585.thousand_nights_vol03_08_burton_64kb_19|"O Champion of the desert lair, do not with me what deed the wicked dare but let me go, by the life of thy cousin, the jewel of the fair!
3585.thousand_nights_vol03_08_burton_64kb_20|"This is the finishing blow!
3585.thousand_nights_vol03_08_burton_64kb_21|"What wilt thou do with me, O youth, and cavalier of the age and brave of the plain where battles rage?
3585.thousand_nights_vol03_08_burton_64kb_22|"Did I not tell thee that it was my intent to send thee by the river to thy kin and to thy tribe, that thy heart be not troubled for them nor their hearts be troubled for thee, and lest thou miss thy cousin's bride-feast!
3585.thousand_nights_vol03_08_burton_64kb_23|"Do not thus, O champion of the time's braves! Let me go and make me one of thy slaves!
3585.thousand_nights_vol03_08_burton_64kb_24|"I'm estranged fro' my folk and estrangement's long: * Shall I die amid strangers? Ah, would that I kenned! I die, nor my kinsman shall know where I'm slain, * Die in exile nor see the dear face of my friend!"
3585.thousand_nights_vol03_08_burton_64kb_25|"Make with me a covenant true and swear me an oath to be a comrade as due and to bear me company wheresoever I may go.
3585.thousand_nights_vol03_08_burton_64kb_26|"Whither dost thou now intend?
3585.thousand_nights_vol03_08_burton_64kb_27|"I purpose to repair to Baghdad, thy native town, and abide there, until Allah vouchsafe me the marriage portion.
3585.thousand_nights_vol03_08_burton_64kb_28|"Up then and to the road! I tarry here.
3585.thousand_nights_vol03_08_burton_64kb_29|"O my soul, with what face shall I return pauper- poor? Now by Allah, I will not go back empty handed and, if the Almighty please, I will assuredly work my deliverance.
3585.thousand_nights_vol03_08_burton_64kb_30|"O Allah! Thou who sendest down the dew, and feedest the worm that homes in the stone, I beseech Thee vouchsafe me my livelihood of Thine Omnipotence and the Grace of Thy benevolence!
3585.thousand_nights_vol03_08_burton_64kb_31|"Verily the like of this stallion is not to be found in our time.
3585.thousand_nights_vol03_08_burton_64kb_32|"Who hath dealt thus with thee?
3585.thousand_nights_vol03_25_burton_64kb_0|"Verily I fear lest my kingdom be lost when I die, for that I have no son to succeed me.
3585.thousand_nights_vol03_25_burton_64kb_1|"O thou the Wazir, of a truth I fear for my son, Kamar al-Zaman, the shifts and accidents which befal man and fain would I marry him in my life-time.
3585.thousand_nights_vol03_25_burton_64kb_2|"O King, know thou that marriage is one of the most honourable of moral actions, and thou wouldst indeed do well and right to marry thy son in thy lifetime, ere thou make him Sultan.
3585.thousand_nights_vol03_25_burton_64kb_3|"Hither with my son Kamar al-Zaman;
3585.thousand_nights_vol03_25_burton_64kb_4|"O Kamar al Zaman,
3585.thousand_nights_vol03_25_burton_64kb_5|"of a truth I desire to marry thee and rejoice in thee during my lifetime.
3585.thousand_nights_vol03_25_burton_64kb_6|"O my father, wedlock is a thing whereto I will never consent; no, not though I drink the cup of death.
3585.thousand_nights_vol03_25_burton_64kb_7|"O my son, wilt thou not hearken to me?
3585.thousand_nights_vol03_25_burton_64kb_8|"O my father, how should I not hearken to thee, seeing that Allah commandeth me to obey thee and not gain-say thee?
3585.thousand_nights_vol03_25_burton_64kb_9|"O my son, know that I desire to marry thee and rejoice in thee whilst yet I live, and make thee King over my realm, before my death.
3585.thousand_nights_vol03_25_burton_64kb_10|"O thou the Wazir! tell me how I shall deal with my son in the matter of marriage."
3585.thousand_nights_vol03_25_burton_64kb_11|"How durst thou answer me on this wise before my captains and soldiers? But hitherto none hath chastised thee. Knowest thou not that this deed thou hast done were a disgrace to him had it been done by the meanest of my subjects?
3585.thousand_nights_vol03_25_burton_64kb_12|"Allah curse marriage and marriageable and married women, the traitresses all! Would I had hearkened to my father and accepted a wife! Had I so done it had been better for me than this jail.
3585.thousand_nights_vol03_25_burton_64kb_13|"Know thou, O Wazir, that thou and thou only west the cause of all this that hath come to pass between me and my son by the advice thou west pleased to devise; and so what dost thou counsel me to do now?
3585.thousand_nights_vol03_25_burton_64kb_14|"O King, leave thy son in limbo for the space of fifteen days: then summon him to thy presence and bid him wed; and assuredly he shall not gainsay thee again.
3585.thousand_nights_vol03_07_burton_64kb_0|"Entreat her honourably and enrich her poverty.
3585.thousand_nights_vol03_07_burton_64kb_1|"As though ptisane of wine on her lips honey dew * Dropt from the ripened grapes her mouth in clusters grew And, when her frame thou doublest, and low bends her vine, * Praise her Creator's might no creature ever knew."
3585.thousand_nights_vol03_07_burton_64kb_2|"Goodly of gifts is she, and charm those perfect eyes, * With lashes shaming Kohl and all the fair ones Kohl'd And from those eyne the glances pierce the lover's heart, * Like sword in Mír al-Muminína Ali's hold."
3585.thousand_nights_vol03_07_burton_64kb_3|"Appeared not my excuse till hair had clothed his cheek, * And gloom o'ercrept that side-face (sight to stagger!) A fawn, when eyes would batten on his charms, * Each glance deals thrust like point of Khanjar-dagger."
3585.thousand_nights_vol03_07_burton_64kb_4|"Now is my dread to incur reproaches, which * Disturb her temper and her mind obscure, Patient I'll bear them; e'en as generous youth his case to cure.'' * Beareth the burn of brand his case to cure."
3585.thousand_nights_vol03_07_burton_64kb_5|"Thou sayest sooth, O wise King!
3585.thousand_nights_vol03_07_burton_64kb_6|"O my son! I have some what to say to thee which I would fain leave unsaid; yet I must tell it thee despite my inclination.
3585.thousand_nights_vol03_07_burton_64kb_7|"I have no longer a place in my aunt's house nor among these people, but I will go forth from the palace and abide in the corners of the city.
3585.thousand_nights_vol03_07_burton_64kb_8|"Alas, O my naunty, how is it with thy son?
